num	v1	v2	v3	
10.0	0.00015091896057128906	9.417533874511719e-05	9.298324584960938e-05	
5.0	4.506111145019531e-05	3.886222839355469e-05	3.790855407714844e-05	
105.0	0.013118267059326172	0.0008840560913085938	0.0016701221466064453	
15.0	0.00021195411682128906	0.00017571449279785156	0.00014781951904296875	
20.0	0.0003757476806640625	0.0001289844512939453	0.00012111663818359375	
40.0	0.002270936965942383	0.00040912628173828125	0.0002613067626953125	
35.0	0.0009138584136962891	0.00023818016052246094	0.00021505355834960938	
95.0	0.005676746368408203	0.0006148815155029297	0.0006461143493652344	
25.0	0.00037288665771484375	0.00014472007751464844	0.00019598007202148438	
30.0	0.0005331039428710938	0.0001838207244873047	0.0001697540283203125	
100.0	0.005815029144287109	0.0006289482116699219	0.0006451606750488281	
75.0	0.0030660629272460938	0.0005061626434326172	0.00046896934509277344	
45.0	0.0010962486267089844	0.000244140625	0.0002276897430419922	
50.0	0.0013499259948730469	0.00023818016052246094	0.00024890899658203125	
80.0	0.003505229949951172	0.0004417896270751953	0.0004630088806152344	
90.0	0.0046579837799072266	0.0005309581756591797	0.0005679130554199219	
85.0	0.00485992431640625	0.0004951953887939453	0.0005209445953369141	
65.0	0.002405881881713867	0.0003662109375	0.00044798851013183594	
70.0	0.0028159618377685547	0.0003960132598876953	0.0004730224609375	
60.0	0.002093791961669922	0.0003802776336669922	0.00039696693420410156	
55.0	0.0017409324645996094	0.00031685829162597656	0.00041604042053222656	
