num	v1	v2	v3	
375.0	0.1092221736907959	0.002639293670654297	0.0025260448455810547	
305.0	0.057188987731933594	0.0018551349639892578	0.0017702579498291016	
245.0	0.03652191162109375	0.0014719963073730469	0.0014071464538574219	
250.0	0.03702282905578613	0.0014820098876953125	0.0014400482177734375	
310.0	0.06079602241516113	0.0019118785858154297	0.0018029212951660156	
380.0	0.08615398406982422	0.0023190975189208984	0.0024209022521972656	
320.0	0.061313629150390625	0.0020799636840820312	0.0018739700317382812	
390.0	0.0901181697845459	0.0025720596313476562	0.0024950504302978516	
445.0	0.11968111991882324	0.002836942672729492	0.003000974655151367	
450.0	0.1325540542602539	0.0031402111053466797	0.0034987926483154297	
385.0	0.09023022651672363	0.00244903564453125	0.0024709701538085938	
315.0	0.05856728553771973	0.0023031234741210938	0.0019178390502929688	
335.0	0.07018685340881348	0.0025811195373535156	0.002154111862182617	
365.0	0.08607697486877441	0.002231121063232422	0.003004312515258789	
500.0	0.16229605674743652	0.0032448768615722656	0.003314971923828125	
495.0	0.15492677688598633	0.0037131309509277344	0.0032088756561279297	
370.0	0.08354306221008301	0.002262115478515625	0.0022499561309814453	
340.0	0.07013916969299316	0.0023908615112304688	0.002185821533203125	
45.0	0.0012407302856445312	0.00022125244140625	0.0002040863037109375	
300.0	0.054229021072387695	0.0018169879913330078	0.0017399787902832031	
360.0	0.08144307136535645	0.002880096435546875	0.002380847930908203	
330.0	0.07293272018432617	0.0022351741790771484	0.002402067184448242	
325.0	0.0818789005279541	0.0024781227111816406	0.002232074737548828	
355.0	0.10260605812072754	0.0032410621643066406	0.003865957260131836	
295.0	0.06465268135070801	0.002651214599609375	0.002604961395263672	
50.0	0.0017540454864501953	0.00037360191345214844	0.0005090236663818359	
90.0	0.0054090023040771484	0.0005369186401367188	0.0005109310150146484	
85.0	0.005235910415649414	0.0005118846893310547	0.00047898292541503906	
75.0	0.00425410270690918	0.0004799365997314453	0.0004589557647705078	
145.0	0.01539921760559082	0.0009789466857910156	0.0010941028594970703	
150.0	0.01876997947692871	0.0011680126190185547	0.0010790824890136719	
80.0	0.004994869232177734	0.000659942626953125	0.0004839897155761719	
200.0	0.029254913330078125	0.0016369819641113281	0.0014078617095947266	
60.0	0.0024361610412597656	0.0003437995910644531	0.000331878662109375	
55.0	0.002193927764892578	0.00042819976806640625	0.0003170967102050781	
195.0	0.028334856033325195	0.0014121532440185547	0.0018777847290039062	
65.0	0.0029320716857910156	0.0004260540008544922	0.0003609657287597656	
70.0	0.0037779808044433594	0.00043892860412597656	0.0003871917724609375	
185.0	0.02581787109375	0.0011959075927734375	0.0011439323425292969	
115.0	0.008784055709838867	0.0007672309875488281	0.0006601810455322266	
120.0	0.008613109588623047	0.0006539821624755859	0.000637054443359375	
190.0	0.021929025650024414	0.0010890960693359375	0.0010409355163574219	
110.0	0.007181882858276367	0.0006020069122314453	0.0006012916564941406	
180.0	0.019649028778076172	0.0010161399841308594	0.0009717941284179688	
175.0	0.018378019332885742	0.0010418891906738281	0.001251220703125	
105.0	0.007760047912597656	0.000560760498046875	0.000659942626953125	
95.0	0.00518035888671875	0.0006968975067138672	0.0006299018859863281	
125.0	0.009257793426513672	0.0007340908050537109	0.0006690025329589844	
155.0	0.014458894729614258	0.0008840560913085938	0.0008392333984375	
160.0	0.015259742736816406	0.0008969306945800781	0.0008587837219238281	
130.0	0.01052403450012207	0.0007250308990478516	0.0006909370422363281	
100.0	0.005768299102783203	0.00057220458984375	0.0006401538848876953	
170.0	0.01703619956970215	0.0009589195251464844	0.000911712646484375	
140.0	0.011943817138671875	0.0007848739624023438	0.0007390975952148438	
135.0	0.010785818099975586	0.0007789134979248047	0.0007219314575195312	
165.0	0.016512155532836914	0.0009360313415527344	0.0008921623229980469	
25.0	0.00035309791564941406	0.00011396408081054688	0.00011324882507324219	
280.0	0.04656577110290527	0.0016896724700927734	0.0016131401062011719	
210.0	0.027942180633544922	0.0012590885162353516	0.0012271404266357422	
350.0	0.07425928115844727	0.0021440982818603516	0.002062082290649414	
485.0	0.14218783378601074	0.003072977066040039	0.0030846595764160156	
415.0	0.09939932823181152	0.0026929378509521484	0.002783060073852539	
420.0	0.10239505767822266	0.0025870800018310547	0.002663850784301758	
490.0	0.14311599731445312	0.003204822540283203	0.0030519962310791016	
345.0	0.07197022438049316	0.002146005630493164	0.002129793167114258	
205.0	0.024366140365600586	0.0011730194091796875	0.001215219497680664	
275.0	0.044029951095581055	0.0016739368438720703	0.0015790462493896484	
30.0	0.0005640983581542969	0.00013589859008789062	0.00013017654418945312	
40.0	0.0009081363677978516	0.000186920166015625	0.0001780986785888672	
215.0	0.02647876739501953	0.0012390613555908203	0.0012559890747070312	
285.0	0.04694700241088867	0.0017979145050048828	0.0016548633575439453	
410.0	0.10422515869140625	0.0025811195373535156	0.0027298927307128906	
480.0	0.13497424125671387	0.0031280517578125	0.003000974655151367	
475.0	0.13645315170288086	0.0030732154846191406	0.002964019775390625	
405.0	0.09559130668640137	0.0024871826171875	0.0025911331176757812	
290.0	0.049555063247680664	0.0017621517181396484	0.0016868114471435547	
220.0	0.027996063232421875	0.0013420581817626953	0.0012819766998291016	
35.0	0.0008461475372314453	0.0001690387725830078	0.00016188621520996094	
15.0	0.000148773193359375	6.29425048828125e-05	6.008148193359375e-05	
240.0	0.03283977508544922	0.0013959407806396484	0.0014352798461914062	
270.0	0.041793107986450195	0.0017049312591552734	0.001547098159790039	
425.0	0.10615801811218262	0.0027818679809570312	0.002688884735107422	
455.0	0.12402772903442383	0.002907991409301758	0.002928018569946289	
460.0	0.12377285957336426	0.0029671192169189453	0.0028672218322753906	
430.0	0.10750317573547363	0.002911806106567383	0.0027620792388916016	
265.0	0.04120612144470215	0.0015850067138671875	0.0015759468078613281	
235.0	0.0312960147857666	0.0013949871063232422	0.0015120506286621094	
20.0	0.0002689361572265625	8.797645568847656e-05	0.00010418891906738281	
10.0	6.413459777832031e-05	5.2928924560546875e-05	3.695487976074219e-05	
395.0	0.09445381164550781	0.0024678707122802734	0.002590179443359375	
255.0	0.03798699378967285	0.0015110969543457031	0.0014541149139404297	
225.0	0.02926492691040039	0.0014209747314453125	0.0014579296112060547	
470.0	0.13005900382995605	0.003098726272583008	0.002969980239868164	
440.0	0.11464428901672363	0.0028400421142578125	0.003846883773803711	
435.0	0.1129918098449707	0.002789020538330078	0.0030279159545898438	
465.0	0.13400983810424805	0.0032210350036621094	0.0029239654541015625	
230.0	0.031423091888427734	0.0013592243194580078	0.0013289451599121094	
260.0	0.04029273986816406	0.0017299652099609375	0.0014889240264892578	
400.0	0.09366416931152344	0.0024650096893310547	0.002563953399658203	
5.0	2.0265579223632812e-05	2.002716064453125e-05	1.6927719116210938e-05	
